timestamp,close,log_ret,h_filtered,P_filtered,sigma_filtered,innovation,P_obs
2018-03-15 00:00:00+00:00,241.42361450195312,-0.0010900432561047817,-9.95972912969982,7.839420808914517,0.01831679347457992,-0.0019047662972278608,4.7604971128893285e-05
2018-03-16 00:00:00+00:00,241.6854248046875,0.0010838560534497455,-9.965987194680249,7.8170773776913185,0.018208642679262213,0.00027958684281626845,4.961052511880854e-05
2018-03-19 00:00:00+00:00,238.41534423828125,-0.013622686520195233,-9.656958745222283,7.7950381728622045,0.021192676586783084,-0.014428544080442016,4.930313636101392e-05
2018-03-20 00:00:00+00:00,238.82083129882807,0.0016993144229541736,-9.67729341437593,7.773299052104636,0.02092136641581491,0.000978097455045307,6.701423652245062e-05
2018-03-21 00:00:00+00:00,238.36245727539065,-0.001921166039953213,-9.630321850821657,7.751855929497597,0.02136120325692656,-0.0026483605621946483,6.56744082448109e-05
2018-03-22 00:00:00+00:00,232.4040679931641,-0.025314915820499516,-9.160610204407643,7.730704774753665,0.026944744622887883,-0.02602821076054766,6.88107520261253e-05
2018-03-23 00:00:00+00:00,227.45046997070312,-0.021545028824779936,-8.848800805848429,7.709841612461482,0.03140870480598776,-0.02209994854748062,0.00010971245747824793
2018-03-26 00:00:00+00:00,233.6732940673828,0.026991460318865464,-9.183616578269461,7.689262521338584,0.026498941929721093,0.026564028126137704,0.00014953676125681697
2018-03-27 00:00:00+00:00,229.6981201171875,-0.017158035009009913,-8.931636251405516,7.668963633494375,0.02998081291247682,-0.017721602249230247,0.00010723403723709551
2018-03-28 00:00:00+00:00,229.0194091796875,-0.0029591693773362163,-8.895052282925151,7.64894113370315,0.03045794194110577,-0.003422417998523626,0.00013772689258122255
2018-03-29 00:00:00+00:00,231.9457550048828,0.012696773487472028,-9.05687127599066,7.629191258687016,0.028021401242771284,0.012249161557006092,0.00014282309087647674
2018-04-02 00:00:00+00:00,226.93927001953125,-0.021821080958809906,-8.758496893991614,7.609710296408582,0.03245065471414771,-0.022335756983248523,0.00012161899639253899
2018-04-03 00:00:00+00:00,229.84796142578125,0.012735604328037813,-8.912308942251613,7.590494585373256,0.029976466716062432,0.012348933465451717,0.00016356807697328387
2018-04-04 00:00:00+00:00,232.30715942382807,0.010642405971300025,-9.049148813753202,7.571540513941074,0.027927823119841044,0.010187382812135087,0.00014039613512765894
2018-04-05 00:00:00+00:00,234.1405334472656,0.007861046341190187,-9.155570366515569,7.552844519647868,0.026418794260620496,0.007349449838394916,0.00012255536480732616
2018-04-06 00:00:00+00:00,228.92239379882807,-0.022538450965705784,-8.830377766638449,7.534403088535705,0.031011769128091907,-0.023091463112302365,0.00011026298990153745
2018-04-09 00:00:00+00:00,230.05067443847656,0.004916553891762201,-8.893223879920125,7.516212754492433,0.029984180722436696,0.004497289725448973,0.00015229804804641807
2018-04-10 00:00:00+00:00,233.7085876464844,0.01577537902341205,-9.09366108086002,7.498270098600199,0.02706411013443171,0.015328556065836847,0.00014308268075841678
2018-04-11 00:00:00+00:00,232.48341369628903,-0.005256103782492392,-9.01945119690544,7.480571748492866,0.028025117148466623,-0.00578528958874822,0.00011725542732721509
2018-04-12 00:00:00+00:00,234.39610290527344,0.008193548191926848,-9.129227301577023,7.463114377722172,0.026470500530459202,0.007693904989028021,0.00012622393977138676
2018-04-13 00:00:00+00:00,233.7085876464844,-0.0029374444094344165,-9.085948186655004,7.445894705132511,0.0269913926326494,-0.003480407652651329,0.00011318588162295112
2018-04-16 00:00:00+00:00,235.63009643554688,0.008188200078576366,-9.198289046342738,7.428909494244233,0.025462949698160625,0.007662034290648498,0.0001181570769581341
2018-04-17 00:00:00+00:00,238.15090942382807,0.010641358538310577,-9.351236377658765,7.412155552645332,0.023538950902104436,0.010072327658194363,0.00010568272799882913
2018-04-18 00:00:00+00:00,238.32720947265625,0.0007400132341100113,-9.35751462427013,7.395629731391444,0.023416752459056923,0.00011633747690903428,9.078907604401329e-05
2018-04-19 00:00:00+00:00,237.0050506591797,-0.005563107469178774,-9.263849340315842,7.379328924413975,0.024489555594089343,-0.006188938845937697,9.022473490951989e-05
2018-04-20 00:00:00+00:00,234.99542236328125,-0.008515417057037206,-9.131124746424256,7.363250067936312,0.02611733223562697,-0.0091083803426471,9.902071209195152e-05
2018-04-23 00:00:00+00:00,234.960205078125,-0.00014987493782729568,-9.127248085040067,7.34739013989799,0.026116178911534414,-0.0006935663874028485,0.00011297278562178677
2018-04-24 00:00:00+00:00,231.79592895507807,-0.0135587917077188,-8.933931978577881,7.3317461593866815,0.028710346402122732,-0.01410099463053084,0.00011340858946572804
2018-04-25 00:00:00+00:00,232.36880493164065,0.00246841789399827,-8.966955611078548,7.316315186077915,0.028185759600750707,0.0020041974750688208,0.00013741322687479664
2018-04-26 00:00:00+00:00,234.7310028076172,0.010114403708881461,-9.099789658231273,7.30109431968245,0.026324425642328893,0.009636326049844622,0.00013297944963410897
2018-04-27 00:00:00+00:00,234.9513702392578,0.0009383679714491236,-9.111619237402524,7.2860806994011655,0.026120116059196133,0.0004067907266353852,0.00011654389504008068
